data_column,label
comorbidity disorders major depressive disorder frequently cooccurs substance related disorders panic disorder obsessivecompulsive disorder anorexia nervosa buli­ mia nervosa borderline personality disorder,0
persistent depressive disorder dysthymia diagnostic criteria 3004 f341 disorder represents consolidation dsmlvdefined chronic major depressive dis­ order dysthymic disorder,0
,0
depressed mood day days indicated either subjective account observation others least 2 years,0
note children adolescents mood irritable duration must least 1 year,0
b,0
presence depressed two following 1,0
poor appetite overeating,0
2,0
insomnia hypersomnia,0
3,0
low energy fatigue,0
4,0
low selfesteem,0
5,0
poor concentration difficulty making decisions,0
6,0
feelings hopelessness,0
c 2year period 1 year children adolescents disturbance individ­ ual never without symptoms criteria b 2 months time,0
criteria major depressive disorder may continuously present 2 years,0
e never manic episode hypomanie episode criteria never met cyclothymic disorder,0
f disturbance better explained persistent schizoaffective disorder schizophrenia delusional disorder specified unspecified schizophrenia spectrum psychotic disorder,0
g symptoms attributable physiological effects substance eg drug abuse medication another medical condition eg,0
hypothyroidism,0
h symptoms cause clinically significant distress impairment social occupational important areas functioning,0
note criteria major depressive episode include four symptoms absent symptom list persistent depressive disorder dysthymia limited number individuals depressive symptoms persisted longer 2 years mee criteria persistent depressive disorder,0
full criteria major de­ pressive episode met point current episode illness given diagnosis major depressive disorder,0
othenwise diagnosis specified depressive disorder unspecified depressive disorder warranted,0
specify anxious distress p 184 mixed features pp,0
184185 melancholic features p 185 atypical features pp,0
185186 oodcongruent psychotic features p 186 oodincongruent psychotic features p 186 péripartum onset pp,0
186187 specify partial remission p 188 full remission p 188 specify early onset onset age 21 years,0
late onset onset age 21 years older,0
specify recent 2 years persistent depressive disorder pure dysthymic syndrome full criteria major depressive episode met least preceding 2 years,0
persistent major depressive episode full criteria major depressive epi­ sode met throughout preceding 2year period,0
intermittent major depressive episodes current episode full criteria major depressive episode currently met periods least 8 weeks least preceding 2 years symptoms threshold full major depressive episode,0
intermittent major depressive episodes without current episode full crite­ ria major depressive episode currently met one major depressive episodes least preceding 2 years,0
specify current severity mild p 188 moderate p 188 severe p 188 diagnostic features essential feature persistent depressive disorder dysthymia depressed mood occurs day days least 2 years least 1 year children adolescents criterion,0
disorder represents consolidation dsmivdefined chronic major depressive disorder dysthymic disorder,0
major de­ pression may precede persistent depressive disorder major depressive episodes may occur persistent depressive disorder,0
individuals whose symptoms meet major de­ pressive disorder criteria 2 years given diagnosis persistent depressive disorder well major depressive disorder,0
individuals persistent depressive disorder describe mood sad dumps,0
periods depressed mood least two six symptoms criterion b present,0
symptoms become part individuals daytoday experience particularly case early onset eg ive always way may reported unless individual directly prompted,0
euring 2year period 1 year children adolescents symptomfree intervals last longer 2 months criterion c,0
prevalence persistent depressive disorder effectively amalgam dsmiv dysthymic disorder chronic major depressive episode,0
12month prevalence united states approxi­ mately 05 persistent depressive disorder 15 chronic major depressive disorder,0
development course persistent depressive disorder often early insidious onset ie childhood adolescence early adult life definition chronic course,0
among individuals persistent depressive disorder borderline personality disorder covari­ ance corresponding features time suggests operation common mecha­ nism,0
early onset ie age 21 years associated higher likelihood comorbid personality disorders substance use disorders,0
symptoms rise level major depressive episode likely sub­ sequently revert lower level,0
however depressive symptoms much less likely resolve given period time context persistent depressive disorder major depressive episode,0
risk prognostic factors temperamental,0
factors predictive poorer longterm outcome include higher levels neuroticism negative affectivity greater symptom severity poorer global functioning presence anxiety disorders conduct disorder,0
environmental,0
childhood risk factors include parental loss separation,0
genetic physiological,0
clear differences illness development course family history dsmiv dysthymic disorder chronic major depressive dis­ order,0
earlier findings pertaining either disorder therefore likely apply per­ sistent depressive disorder,0
thus likely individuals persistent depressive disorder higher proportion firstdegree relatives persistent depressive disorder individuals major depressive disorder depressive disor­ ders general,0
number brain regions eg prefrontal cortex anterior cingulate amygdala hip­ pocampus implicated persistent depressive disorder,0
possible polysomno graphic abnormalities exist well,0
functional consequences persistent depressive disorder degree persistent depressive disorder impacts social occupational func­ tioning likely vary widely effects great greater major depressive disorder,0
differential diagnosis major depressive disorder,0
depressed mood plus two symptoms meeting criteria persistent depressive episode 2 years diagnosis persistent depressive disorder made,0
diagnosis depends 2year duration distinguishes episodes depression last 2 years,0
symptom criteria sufficient diagnosis major depressive episode time pe­ riod diagnosis major depression noted coded separate diagnosis rather specifier diagnosis persistent depressive disorder,0
individuals symptoms currently meet full criteria major depressive episode specifier intermittent major depressive episodes current episode would made,0
major depressive episode persisted least 2year duration re­ mains present specifier persistent major depressive episode used,0
full major depressive episode criteria currently met least one previous episode major depression context least 2 years persistent depres­ sive symptoms specifier intermittent major depressive episodes without current episode used,0
individual experienced episode major depres­ sion last 2 years specifier pure dysthymic syndrome used,0
psychotic disorders,0
depressive symptoms common associated feature chronic psychotic disorders eg schizoaffective disorder schizophrenia delusional disorder,0
separate diagnosis persistent depressive disorder made symptoms occur course psychotic disorder including residual phases,0
depressive bipolar related disorder due another medical condition,0
persistent depressive disorder must distinguished depressive bipolar related dis­ order due another medical condition,0
diagnosis depressive bipolar related disorder due another medical condition mood disturbance judged based his­ tory physical examination laboratory findings attributable direct patho­ physiological effects specific usually chronic medical condition eg multiple sclerosis,0
judged depressive symptoms attributable physiolog­ ical effects another medical condition primary mental disorder eg persistent depressive disorder recorded medical condition noted concomitant med­ ical condition eg diabetes mellitus,0
substancemedicationinduced depressive bipolar disorder,0
substancemedi­ cationinduced depressive bipolar related disorder distinguished persis­ tent depressive disorder substance eg drug abuse medication toxin judged etiologically related mood disturbance,0
personality disorders,0
often evidence coexisting personality disturbance,0
individuals presentation meets criteria persistent depressive disor­ der personality disorder diagnoses given,0
comorbidity comparison individuals major depressive disorder persistent de­ pressive disorder higher risk psychiatric comorbidity general anxiety disorders substance use disorders particular,0
earlyonset persistent depressive dis­ order strongly associated dsmiv cluster b c personality disorders,0
premenstrual dysphoric disorder diagnostic criteria 6254 n943,0
majority menstrual cycles least five symptoms must present final week onset menses start improve within days onset menses become minimal absent week postmenses,0
b,0
one following symptoms must present 1,0
marked affective lability eg mood swings feeling suddenly sad tearful in­ creased sensitivity rejection,0
2,0
marked irritability anger increased interpersonal conflicts,0
3,0
marked depressed mood feelings hopelessness selfdeprecating thoughts,0
4,0
marked anxiety tension andor feelings keyed edge,0
c one following symptoms must additionally present reach total five symptoms combined symptoms criterion b,0
1,0
decreased interest usual activities eg work school friends hobbies,0
2,0
subjective difficulty concentration,0
3,0
lethargy easy fatigability marked lack energy,0
4,0
marked change appetite overeating specific food cravings,0
5,0
hypersomnia insomnia,0
6,0
sense ovenwhelmed control,0
7,0
physical symptoms breast tenderness swelling joint muscle pain sensation “bloating” weight gain,0
note symptoms criteria ac must met menstrual cycles occurred preceding year,0
symptoms associated clinically significant distress interference work school usual social activities relationships others eg avoidance so­ cial activities decreased productivity efficiency work school home,0
e disturbance merely exacerbation symptoms another disorder major depressive disorder panic disorder persistent depressive disorder dysthymia personality disorder although may cooccur dis­ orders,0
f criterion confirmed prospective daily ratings least two symptom­ atic cycles,0
note diagnosis may made provisionally prior confirmation,0
g symptoms attributable physiological effects substance eg drug abuse medication treatment another medical condition eg hy­ perthyroidism,0
recording procedures symptoms confirmed prospective daily ratings least two symp­ tomatic cycles provisional noted name diagnosis ie pre­ menstrual dysphoric disorder provisional,0
diagnostic features essential features premenstrual dysphoric disorder expression mood la­ bility irritability dysphoria anxiety symptoms occur repeatedly pre­ menstrual phase cycle remit around onset menses shortly thereafter,0
symptoms may accompanied behavioral physical symptoms,0
symptoms must occurred menstrual cycles past year must adverse effect work social functioning,0
intensity andor expressivity ac­ companying symptoms may closely related social cultural background charac­ teristics affected female family perspectives specific factors religious beliefs social tolerance female gender role issues,0
typically symptoms peak around time onset menses,0
although uncommon symptoms linger first days menses individual must symptomfree period follicular phase menstrual period begins,0
core symptoms include mood anxiety symptoms behavioral somatic symptoms commonly also occur,0
however presence physical andor behavioral symptoms absence mood andor anxious symptoms sufficient diag­ nosis,0
symptoms comparable severity duration another mental disorder major depressive episode generalized anxiety disorder,0
order confirm provisional diagnosis daily prospective symptom ratings required least two symptomatic cycles,0
associated features supporting diagnosis delusions hallucinations described late luteal phase menstrual cycle rare,0
premenstrual phase considered risk period suicide,0
prevalence twelvemonth prevalence premenstrual dysphoric disorder 18 58 menstruating women,0
estimates substantially inflated based retro­ spective reports rather prospective daily ratings,0
however estimated prevalence based daily record symptoms 12 months may less representative indi­ viduals severe symptoms may unable sustain rating process,0
rigorous estimate premenstrual dysphoric disorder 18 women whose symptoms meet full criteria without functional impairment 13 women whose symptoms meet current criteria functional impairment without cooc­ curring symptoms another mental disorder,0
development course onset premenstrual dysphoric disorder occur point menarche,0
inci­ dence new cases 40month followup period 25 95 confidence interval 1737,0
anecdotally many individuals approach menopause report symp­ toms worsen,0
symptoms cease menopause although cyclical hormone replacement trigger reexpression symptoms,0
risk prognostic factors environmental,0
environmental factors associated expression premenstrual dysphoric disorder include stress history interpersonal trauma seasonal changes sociocultural aspects female sexual behavior general female gender role par­ ticular,0
genetic physiological,0
heritability premenstrual dysphoric disorder unknown,0
however premenstrual symptoms estimates heritability range 30 80 stable component premenstrual symptoms estimated 50 heritable,0
course modifiers,0
women use oral contraceptives may fewer premenstrual complaints women use oral contraceptives,0
culturerelated diagnostic issues premenstrual dysphoric disorder culturebound syndrome observed individuals united states europe india asia,0
unclear whether rates differ race,0
nevertheless frequency intensity expressivity symptoms help seeking patterns may significantly influenced cultural factors,0
diagnostic markers indicated earlier diagnosis premenstrual dysphoric disorder appropriately confirmed 2 months prospective symptom ratings,0
number scales including daily rating severity problems visual analogue scales premenstrual mood symptoms undergone validation commonly used clinical trials premenstrual dysphoric disorder,0
premenstrual tension syndrome rating scale selfreport observer version vhich validated used widely measure illness severity women premenstrual dysphoric disorder,0
functional consequences premenstrual dysphoric disorder symptoms must associated clinically meaningful distress andor obvious marked impairment ability function socially occupationally week prior menses,0
impairment social functioning may manifested marital discord problems children family members friends,0
chronic marital job prob­ lems confused dysfunction occurs association pre­ menstrual dysphoric disorder,0
differential diagnosis premenstrual syndrome,0
premenstrual syndrome differs premenstrual dysphoric disorder minimum five symptoms required stipulation affective symptoms individuals premenstrual syndrome,0
condition may common premenstrual dysphoric disorder although estimated prevalence premenstrual syndrome varies,0
premenstrual syndrome shares feature symptom expression premenstrual phase menstrual cycle generally considered less severe premenstrual dysphoric disorder,0
pres­ ence physical behavioral symptoms premenstruum without required affective symptoms likely meets criteria premenstrual syndrome premen­ strual dysphoric disorder,0
dysmenorrhea,0
dysmenorrhea syndrome painful menses distinct syndrome characterized affective changes,0
moreover symptoms dysmenorrhea begin onset menses whereas symptoms premenstrual dysphoric disorder defini­ tion begin onset menses even linger first days menses,0
bipolar disorder major depressive disorder persistent depressive disorder dysthymia,0
many women either naturally occurring substancemedication induced bipolar major depressive disorder persistent depressive disorder believe premenstrual dysphoric disorder,0
however chart symptoms realize symptoms follow premenstrual pattern,0
women an­ mental disorder may experience chronic symptoms intermittent symptoms unrelated menstrual cycle phase,0
however onset menses constitutes memorable event may report symptoms occur premenstruum symptoms worsen premenstrually,0
one rationales requirement symptoms confirmed daily prospective ratings,0
process differential di­ agnosis particularly clinician relies retrospective symptoms made difficult overlap symptoms premenstrual dysphoric disorder diagnoses,0
overlap symptoms particularly salient differenti­ ating premenstrual dysphoric disorder major depressive episodes persistent de­ pressive disorder bipolar disorders borderline personality disorder,0
however rate personality disorders higher individuals premenstrual dysphoric dis­ order without disorder,0
use hormonal treatments,0
women present moderate severe pre­ menstrual symptoms may using hormonal treatments including hormonal contracep­ tives,0
symptoms occur initiation exogenous hormone use symptoms may due use hormones rather underlying condition premen­ strual dysphoriq disorder,0
woman stops hormones symptoms disappear consistent substancemedicationinduced depressive disorder,0
comorbidity major depressive episode frequently reported previous disorder individuals presenting premenstrual dysphoric disorder,0
wide range medical eg migraine asthma allergies seizure disorders mental disorders eg depressive bipolar disorders anxiety disorders bulimia nervosa substance use disorders may worsen premenstrual phase however absence symptomfree period postmen strual interval obviates diagnosis premenstrual dysphoric disorder,0
conditions better considered premenstrual exacerbation current mental medical disorder,0
al­ though diagnosis premenstrual dysphoric disorder assigned situa­ tions individual experiences premenstrual exacerbation another mental physical disorder considered addition diagnosis another men­ tal physical disorder individual experiences symptoms changes level func­ tioning characteristic premenstrual dysphoric disorder markedly different symptoms experienced part ongoing disorder,0
substancemedicationinduced depressive disorder diagnostic criteria,0
prominent persistent disturbance mood predominates clinical pic­ ture characterized depressed mood markedly diminished interest plea­ sure almost activities,0
b,0
evidence history physical examination laboratory findings 1and2 1,0
symptoms criterion developed soon substance intoxication withdrawal exposure medication,0
2,0
involved substancemedication capable producing symptoms crite­ rion c disturbance better explained depressive disorder substance medicationinduced,0
evidence independent depressive disorder could in­ clude following symptoms preceded onset substancemedication use symptoms persist substantial period time eg 1 month cessation acute withdrawal severe intoxication evidence suggesting existence independent nonsubstancemedicationinduced depressive disorder eg his­ tory recurrent nonsubstancemedicationrelated episodes,0
disturbance occur exclusively course delirium,0
e disturbance causes clinically significant distress impairment social occupa­ tional important areas functioning,0
note diagnosis made instead diagnosis substance intoxication substance withdrawal symptoms criterion predominate clinical picture sufficiently severe warrant clinical attention,0
coding note icd9cm icd10cm codes specific substancemedica tioninduced depressive disorders indicated table,0
note icd10 cm code depends wliether comorbid substance use disorder present class substance,0
mild substance use disorder comorbid substance induced depressive disorder 4th position character “1 clinician record “mild substance use disorder” substanceinduced depressive disorder eg “mild cocaine use disorder cocaineinduced depressive disorder”,0
moderate se­ vere substance use disorder comorbid substanceinduced depressive disorder 4th position character “2” clinician record “moderate substance use disorder” “severe substance use disorder” depending severity comorbid substance use disorder,0
comorbid substance use disorder eg one­ time heavy use substance 4th position character “9” clinician record substanceinduced depressive disorder,0
icd10cm use use disorder without disorder moderate use icd9cm mild severe disorder alcohol 29189 f1014 f1024 fi 094 phencyclidine 29284 f1614 f1624 f1694 hallucinogen 29284 f1614 f1624 fi 694 inhalant 29284 f1814 f1824 fi 894 opioid 29284 f1114 f1124 f1194 sedative hypnotic anxiolytic 29284 f1314 fi 324 fi 394 amphetamine 29284 f1514 fi 524 fi 594 stimulant cocaine 29284 f1414 fi 424 fi 494 unknown substance 29284 f1914 f1924 fi 994 specify see table 1 chapter “substancerelated addictive disorders” di­ agnoses associated substance class onset intoxication criteria met intoxication substance symptoms develop intoxication,0
onset withdrawal criteria met withdrawal substance symptoms develop shortly withdrawal,0
recording procedures icd9cm,0
name substancemedicationinduced depressive disorder begins specific substance eg cocaine dexamethasone presumed causing depressive symptoms,0
diagnostic code selected table included criteria set based drug class,0
substances fit classes eg dexamethasone code substance used cases substance judged etiological factor specific class substance unknown category unknown substance used,0
name disorder followed specification onset ie onset in­ toxication onset withdrawal,0
unlike recording procedures icdiocm combine substanceinduced disorder substance use disorder single code icd9cm separate diagnostic code given substance use disorder,0
example qase depressive symptoms occurring withdrawal man severe cocaine use disorder diagnosis 29284 cocaineinduced depressive disorder onset withdrawal,0
additional diagnosis 30420 severe cocaine use dis­ order also given,0
one substance judged play significant role development depressive mood symptoms listed separately eg 29284 methylphenidateinduced depressive disorder onset withdrawal 29284 dexamethasoneinduced depressive disorder onset intoxication,0
icd10cm,0
name substancemedicationinduced depressive disorder begins specific substance eg cocaine dexamethasone presumed causing depressive symptoms,0
diagnostic code selected table included criteria set based drug class presence absence comorbid sub­ stance use disorder,0
substances fit classes eg dexameth­ asone code substance used cases substance judged etiological factor specific class substance unknown category unknown substance used,0
recording name disorder comorbid substance use disorder listed first followed word followed name substanceinduced de­ pressive disorder followed specification onset ie onset intoxication onset withdrawal,0
example case depressive symptoms occurring with­ drawal man severe cocaine use disorder diagnosis f1424 severe cocaine use disorder cocaineinduced depressive disorder onset withdrawal,0
separate diagnosis comorbid severe cocaine use disorder given,0
substanceinduced depressive disorder occurs without comorbid substance use disorder eg onetime heavy use substance accompanying substance use disorder noted eg f1694 phencyclidineinduced depressive disorder onset intoxication,0
one substance judged play significant role development depressive mood symptoms listed separately eg f1524 severe methylphenidate use disorder methylphenidateinduced depressive disorder onset withdrawal f1994 dexamethasoneinduced depressive disorder onset intoxication,0
diagnostic features diagnostic features substancemedicationinduced depressive disorder include symptoms depressive disorder major depressive disorder however de­ pressive symptoms associated ingestion injection inhalation sub­ stance eg drug abuse toxin psychotropic medication medication depressive symptoms persist beyond expected length physiological effects intoxi­ cation withdrawal period,0
evidenced clinical history physical examination laboratory findings relevant depressive disorder developed within 1 month use substance capable producing depressive disor­ der criterion bl,0
addition diagnosis better explained independent depressive disorder,0
evidence independent depressive disorder includes de­ pressive disorder preceded onset ingestion withdrawal substance depressive disorder persists beyond substantial period time cessation sub­ stance use evidence suggests existence independent nonsubstance medicationinduced depressive disorder criterion c,0
diagnosis made symptoms occur exclusively course delirium criterion,0
de­ pressive disorder associated substance use intoxication withdrawal must cause clinically significant distress impairment social occupational impor­ tant areas functioning qualify diagnosis criterion e,0
edications eg stim ulants steroids ldopa antibiotics central nervous system drugs dermatological agents chemotherapeutic drugs immunological agents induce depressive mood disturbances,0
clinical judgment essential determine whether medication truly associated inducing depressive disorder whether primary depressive disorder happened onset person receiving treatment,0
example depressive episode developed within first several weeks beginning alphamethyldopa antihypertensive agent individ­ ual history major depressive disorder would qualify diagnosis med­ icationinduced depressive disorder,0
cases previously established condition eg major depressive disorder recurrent recur individual coincidentally taking medication capacity cause depressive symptoms eg ldopa oral contraceptives,0
cases clinician must make judgment whether med­ ication causative particular situation,0
substancemedicationinduced depressive disorder distinguished primary depressive disorder considering onset course factors associated substance use,0
must evidence history physical examination labora­ tory findings substance use abuse intoxication withdrawal prior onset depressive disorder,0
withdrawal state substances relatively pro­ tracted thus intense depressive symptoms last long period cessation substance use,0
prevalence nationally representative us adult population lifetime prevalence substance medicationinduced depressive disorder 026,0
development course depressive disorder associated use substance ie alcohol illicit drugs prescribed treatment mental disorder another medical condition must on­ set individual using substance withdrawal with­ drawal syndrome associated substance,0
often depressive disorder onset within first weeks 1 month use substance,0
substance discontinued depressive symptoms usually remit within days several weeks de­ pending halflife substancemedication presence withdrawal syndrome,0
symptoms persist 4 weeks beyond expected time course withdrawal particular substancemedication causes depressive mood symptoms considered,0
although prospective controlled trials examining association de­ pressive symptoms use medication reports postmarketing sur­ veillance studies retrospective observational studies case reports making evidence causality difficult determine,0
substances implicated medicationinduced depressive disorder varying degrees evidence include antiviral agents efavirenz cardio­ vascular agents clonidine guanethidine methyldopa reserpine retinoic acid deriva­ tives isotretinoin antidepressants anticonvulsants antimigraine agents triptans antipsychotics hormonal agents corticosteroids oral contraceptives gonadotropin releasing hormone agonists tamoxifen smoking cessation agents varenicline im­ munological agents interferon,0
however potential substances continue emerge new compounds synthesized,0
history substance use may help increase di­ agnostic certainty,0
risk prognostic factors temperamental,0
factors appear increase risk substancemedication induced depressive disorder conceptualized pertaining specific type drug group individuals underlying alcohol drug use disorders,0
risk fac­ tors common drugs include history major depressive disorder history drug induced depression psychosocial stressors,0
environmental also risks factors pertaining specific type medication eg increased immune activation prior treatment hepatitis c associated inter feronalfainduced depression high doses greater 80 mgday prednisoneequiva lents corticosteroids high plasma concentrations efavirenz high estrogen progesterone content oral contraceptives,0
course modifiers,0
representative us adult population compared individuals major depressive disorder substance use disorder individuals substanceinduced depressive disorder likely male black high school diploma lack insurance lower family income,0
also likely report higher family history substance use disorders antisocial behavior higher 12month history stressful life events greater number dsmrv major depressive disorder criteria,0
likely report feelings worthlessness insomniahypersomnia thoughts death suicide attempts less likely report depressed mood parental loss death age 18 years,0
diagnostic iviarlcers determination substance use sometimes made laboratory assays suspected substance blood urine corroborate diagnosis,0
suicide risic druginduced treatmentemergent suicidality represents marked change thoughts behavior persons baseline usually temporally associated initiation substance must distinguished underlying primary mental disorders,0
regard treatmentemergent suicidality associated antidepressants us food drug administration fda advisory committee considered metaanalyses 99839 participants enrolled 372 randomized clinical trials antidepressants trials mental disorders,0
analyses showed data pooled across adult age groups perceptible increased risk suicidal behavior ideation,0
how­ ever agestratified analyses risk patients ages 1824 years elevated albeit significantly odds ratio 155 95 confidence interval cl 091270,0
fda metaanalyses reveal absolute risk suicide patients taking investigational an­ tidepressants 001,0
conclusion suicide clearly extremely rare treatmentemer­ gent phenomenon outcome suicide serious enough prompt fda issue expanded blackbox warning 2007 regarding importance careful moni­ toring treatmentemergent suicidal ideation patients receiving antidepressants,0
differential diagnosis substance intoxication withdrawal,0
depressive symptoms occur commonly sub­ stance intoxicahon substance withdrawal diagnosis substancespecific intoxication withdrawal usually suffice categorize symptom presentation,0
diagnosis substanceinduced depressive disorder made instead diag­ nosis substance intoxication substance withdrawal mood symptoms sufficiently severe warrant independent clinical attention,0
example dysphoric mood characteristic feature cocaine withdrawal,0
substancemedicationinduced depressive disorder diagnosed instead cocaine withdrawal mood disturbance substantially intense longer lasting usually encountered cocaine withdrawal sufficiently severe separate focus attention treatment,0
primary depressive disorder,0
substancemedicationinduced depressive disorder distinguished primary depressive disorder fact substance judged etiologically related symptoms described earlier see section development course disorder,0
depressive disorder due another medical condition,0
individuals medical conditions often take medications conditions clinician must consider possibility mood symptoms caused physiological consequences med­ ical condition rather medication case depressive disorder due another medical condition diagnosed,0
history often provides üie primary basis judg­ ment,0
times change treatment medical condition eg medication sub­ stitution discontinuation may needed determine empirically whether medication causative agent,0
clinician ascertained disturbance function another medical condition substance use withdrawal diagnoses ie depressive disorder due another medical condition substancemedicationinduced depressive disorder may given,0
insufficient evidence determine whether depres­ sive symptoms associated substance including medication ingestion with­ drawal another medical condition primary ie function either substance another medical condition diagnosis specified depressive disorder unspecified depressive disorder would indicated,0
comorbidity compared individuals major depressive disorder comorbid substance use disorder substancemedicationinduced depressive disorder higher rates comorbidity dsmiv mental disorder likely specific dsmiv disorders pathological gambling paranoid histrionic antisocial per­ sonality disorders less likely persistent depressive disorder dysthymia,0
compared individuals major depressive disorder comorbid substance use disorder individuals substancemedicationinduced depressive disorder likely alcohol use disorder substance use disorder histrionic per­ sonality disorder however less likely persistent depressive disorder,0
depressive disorder due another lledical condition diagnostic criteria,0
prominent persistent period depressed mood markedly diminished interest pleasure almost activities predominates clinical picture,0
b,0
evidence history physical examination laboratory findings disturbance direct pathophysiological consequence another medical condi­ tion,0
c disturbance better explained another mental disorder eg adjustment disorder depressed mood stressor serious medical condition,0
disturbance occur exclusively course delirium,0
e disturbance causes clinically significant distress impairment social occupa­ tional important areas functioning,0
coding note icd9cm code depressive disorder due another medical condi­ tion 29383 assigned regardless specifier,0
icd10cm code de­ pends specifier see,0
specify f0631 depressive features full criteria met major depressive episode,0
f0632 w itli major depressiveiilce episode full criteria met except criterion c major depressive episode,0
f0634 mixed features symptoms mania hypomania also present predominate clinical picture,0
coding note include name medical condition name mental dis­ order eg 29383 f0631 depressive disorder due hypothyroidism depressive fea­ tures,0
medical condition also coded listed separately immediately depressive disorder due medical condition eg 2449 e039 hypothyroid­ ism 29383 f0631 depressive disorder due hypothyroidism depressive features,0
diagnostic features essential feature depressive disorder due another medical condition promi­ nent persistent period depressed mood markedly diminished interest plea­ sure almost activities predominates clinical picture criterion thought related direct physiological effects another medical con­ dition criterion b,0
determining whether mood disturbance due general medical condition clinician must first establish presence general medical con­ dition,0
clinician must establish mood disturbance etiologically re­ lated general medical condition physiological mechanism,0
careful comprehensive assessment multiple factors necessary make judgment,0
al­ though infallible guidelines determining whether relationship mood disturbance general medical condition etiological several considerations provide guidance area,0
one consideration presence temporal association onset exacerbation remission general medical condition mood disturbance,0
second consideration presence fea­ tures atypical primary mood disorders eg atypical age onset course absence family history,0
evidence literature suggests di­ rect association general medical condition question development mood symptoms provide useful context assessment particular situation,0
associated features supporting diagnosis etiology ie causal relationship another medical condition based best clinical ev­ idence key variable depressive disorder due another medical condition,0
listing medical conditions said able induce major depression never complete clinicians best judgment essence diagnosis,0
clear associations well neuroanatomical correlates depression stroke huntingtons disease parkinsons disease traumatic brain injury,0
among neuroendocrine conditions closely associated depression cushings dis­ ease hypothyroidism,0
numerous conditions thought associated depression multiple sclerosis,0
however literatures support causal association greater conditions parkinsons disease huntingtons disease others differential diagnosis may adjustment disorder depressed mood,0
deveiopment course following stroke onset depression appears acute occurring within 1 day days cerebrovascular accident cva largest case series,0
however cases onset depression weeks months following cva,0
largest series duration major depressive episode following stroke 911 months average,0
similarly huntingtons disease depressive state comes quite early course illness,0
parkinsons disease huntingtons disease often precedes major motor impairments cognitive impairments associated condition,0
prominently case huntingtons disease depression con­ sidered first neuropsychiatric symptom,0
observational evidence depression less common dementia huntingtons disease progresses,0
risk prognostic factors risk acute onset major depressive disorder following cva within 1 day week event appears strongly correlated lesion location greatest risk associated left frontal strokes least risk apparently associated right frontal lesions individuals present within days stroke,0
association frontal regions laterality observed depressive states occur 26 months following stroke,0
genderrelated diagnostic issues gender differences pertain associated medical condition eg systemic lupus erythematosus common females stroke somewhat common middleage males compared females,0
diagnostic ivlarlcers diagnostic markers pertain associated medical condition eg steroid levels blood urine help corroborate diagnosis cushings disease associated manic depressive syndromes,0
suicide risic epidemiological studies provide evidence differentiate risk sui­ cide major depressive episode due another medical condition compared risk major depressive episode general,0
case reports suicides association major depressive episodes associated another medical condition,0
clear association serious medical illnesses suicide particularly shortly onset diagnosis illness,0
thus would prudent assume risk suicide major depressive episodes associated medical conditions less forms major depressive episode might even greater,0
functional consequences depressive disorder due another iviedicai condition functional consequences pertain associated medical condition,0
gen­ eral believed established major depressive episode induced cush­ ings disease recur cushings disease cured arrested,0
however also suggested established mood syndromes including depressive manic hypomanie ones may episodic ie recurring individuals static brain in­ juries central nervous system diseases,0
differential diagnosis depressive disorders due another medical condition,0
determination whether medical condition accompanying depressive disorder causing disorder depends absence episodes depressive episodes prior onset medical condition b probability associated medical condition potential pro­ mote cause depressive disorder c course depressive symptoms shortly onset oiworsening medical condition especially depressive symp­ toms remit near time medical disorder effectively treated remits,0
medicationinduced depressive disorder,0
important caveat medical con­ ditions treated medications eg steroids alphainterferon induce depres­ sive manic symptoms,0
cases clinical judgment based evidence hand best way try separate likely andor important two etiological fac­ tors ie association medical condition vs substanceinduced syndrome,0
adjustment disorders,0
important differentiate depressive episode ad­ justment disorder onset medical condition life stressor could bring either adjustment disorder episode major depression,0
major dif­ ferentiating elements pervasiveness depressive picture number quality depressive symptoms patient reports demonstrates mental status examination,0
differential diagnosis associated medical conditions rel­ evant largely beyond scope present manual,0
comorbidity conditions comorbid depressive disorder due another medical condition associated medical conditions etiological relevance,0
noted de­ lirium occur along depressive symptoms individuals variety medical conditions cushings disease,0
association anxiety symptoms usually generalized symptoms common depressive disorders regardless cause,0
specified depressive disorder 311 f328 category applies presentations symptoms characteristic depressive disorder cause clinically significant distress impairment social occupational important areas functioning predominate meet full criteria disorders depressive disorders diagnostic class,0
specified depressive disorder category used situations clinician chooses communicate specific reason presentation meet criteria specific depressive disorder,0
done recording “other specified depressive disorder” followed specific reason eg “shortduration depressive episode”,0
examples presentations specified using “other specified” designation include following 1,0
recurrent brief depression concurrent presence depressed mood least four symptoms depression 213 days least per month associ­ ated menstrual cycle least 12 consecutive months individual whose presentation never met criteria depressive bipolar disorder currently meet active residual criteria psychotic disorder,0
2,0
shortduration depressive episode 4 1 3 days depressed affect least four eight symptoms major depressive episode associated clinically significant distress impairment persists 4 days less 14 days individual whose presentation never met criteria depressive bipolar disorder currently meet active residual criteria psychotic dis­ order meet criteria recurrent brief depression,0
3,0
depressive episode insufficient symptoms depressed affect least one eight symptoms major depressive episode associated clinically significant distress impairment tliat persist least 2 weeks individual whose presentation never met criteria depressive bipolar disorder currently meet active residual criteria psychotic disorder meet criteria mixed anxiety depressive disorder symptoms,0
